"","species_jetz","low_limit","high_limit","n","species_from_detections","species_taxonomy_SACC_2021"
"565","Streptoprocne_rutila",1198,2973,55,"Streptoprocne_rutila","Streptoprocne_rutila"
"566","Streptoprocne_zonaris",410,2973,22,"Streptoprocne_zonaris","Streptoprocne_zonaris"
"567","Strix_albitarsis",2908,2908,1,"Ciccaba_albitarsis","Ciccaba_albitarsis"
"568","Sublegatus_modestus",387,387,1,"Sublegatus_modestus","Sublegatus_modestus"
"569","Synallaxis_albigularis",387,392,9,"Synallaxis_albigularis","Synallaxis_albigularis"
"570","Synallaxis_azarae",1193,3049,717,"Synallaxis_azarae","Synallaxis_azarae"
"571","Synallaxis_cabanisi",381,1573,25,"Synallaxis_cabanisi","Synallaxis_cabanisi"
"572","Synallaxis_gujanensis",381,1262,8,"Synallaxis_gujanensis","Synallaxis_gujanensis"
"573","Syndactyla_rufosuperciliata",1279,2728,65,"Syndactyla_rufosuperciliata","Syndactyla_rufosuperciliata"
"574","Tachornis_squamata",411,431,10,"Tachornis_squamata","Tachornis_squamata"
"575","Tachycineta_albiventer",387,387,1,"Tachycineta_albiventer","Tachycineta_albiventer"
"576","Tachyphonus_cristatus",419,419,1,"Tachyphonus_cristatus","Loriotus_cristatus"
"577","Tachyphonus_luctuosus",402,468,7,"Tachyphonus_luctuosus","Loriotus_luctuosus"
"578","Tachyphonus_rufiventer",397,1724,30,"Tachyphonus_rufiventer","Loriotus_rufiventer"
"579","Tangara_arthus",969,2154,118,"Tangara_arthus","Tangara_arthus"
"580","Tangara_callophrys",409,409,1,"Tangara_callophrys","Tangara_callophrys"
"581","Tangara_chilensis",398,1921,243,"Tangara_chilensis","Tangara_chilensis"
"582","Tangara_chrysotis",1293,1591,8,"Tangara_chrysotis","Tangara_chrysotis"
"583","Tangara_cyanicollis",969,1724,51,"Tangara_cyanicollis","Stilpnia_cyanicollis"
"584","Tangara_cyanotis",1283,1283,1,"Tangara_cyanotis","Tangara_cyanotis"
"585","Tangara_gyrola",407,1724,35,"Tangara_gyrola","Tangara_gyrola"
"586","Tangara_mexicana",404,1358,4,"Tangara_mexicana","Tangara_mexicana"
"587","Tangara_nigrocincta",421,421,1,"Tangara_nigrocincta","Stilpnia_nigrocincta"
"588","Tangara_nigroviridis",1336,2364,36,"Tangara_nigroviridis","Tangara_nigroviridis"
"589","Tangara_parzudakii",1293,1998,4,"Tangara_parzudakii","Tangara_parzudakii"
"590","Tangara_punctata",1024,1781,40,"Tangara_punctata","Ixothraupis_punctata"
"591","Tangara_ruficervix",1173,1852,11,"Tangara_ruficervix","Chalcothraupis_ruficervix"
"592","Tangara_schrankii",366,1041,245,"Tangara_schrankii","Tangara_schrankii"
"593","Tangara_vassorii",1702,3032,53,"Tangara_vassorii","Tangara_vassorii"
"594","Tangara_velia",409,409,1,"Tangara_velia","Tangara_velia"
"595","Tangara_xanthocephala",1230,2071,21,"Tangara_xanthocephala","Tangara_xanthocephala"
"596","Tangara_xanthogastra",397,1202,21,"Tangara_xanthogastra","Ixothraupis_xanthogastra"
"597","Taphrospilus_hypostictus",415,1449,23,"Taphrospilus_hypostictus","Taphrospilus_hypostictus"
"598","Taraba_major",381,381,5,"Taraba_major","Taraba_major"
"599","Terenotriccus_erythrurus",344,956,64,"Terenotriccus_erythrurus","Terenotriccus_erythrurus"
"600","Terenura_sharpei",934,1586,6,"Terenura_sharpei","Euchrepornis_sharpei"
"601","Tersina_viridis",398,1098,11,"Tersina_viridis","Tersina_viridis"
"602","Thalurania_furcata",381,1735,144,"Thalurania_furcata","Thalurania_furcata"
"603","Thamnistes_anabatinus",950,950,1,"Thamnistes_anabatinus","Thamnistes_anabatinus"
"604","Thamnomanes_ardesiacus",381,950,109,"Thamnomanes_ardesiacus","Thamnomanes_ardesiacus"
"605","Thamnomanes_schistogynus",381,1279,265,"Thamnomanes_schistogynus","Thamnomanes_schistogynus"
"606","Thamnophilus_aethiops",414,877,30,"Thamnophilus_aethiops","Thamnophilus_aethiops"
"607","Thamnophilus_caerulescens",1362,2728,78,"Thamnophilus_caerulescens","Thamnophilus_caerulescens"
"608","Thamnophilus_doliatus",387,1306,6,"Thamnophilus_doliatus","Thamnophilus_doliatus"
"609","Thamnophilus_palliatus",530,1655,79,"Thamnophilus_palliatus","Thamnophilus_palliatus"
"610","Thamnophilus_schistaceus",392,1306,263,"Thamnophilus_schistaceus","Thamnophilus_schistaceus"
"611","Thamnophilus_unicolor",1490,1523,3,"Thamnophilus_unicolor","Thamnophilus_unicolor"
"612","Thlypopsis_ornata",2650,2800,5,"Thlypopsis_ornata","Thlypopsis_ornata"
"613","Thlypopsis_ruficeps",1483,3396,56,"Thlypopsis_ruficeps","Thlypopsis_ruficeps"
"614","Thlypopsis_sordida",387,387,26,"Thlypopsis_sordida","Thlypopsis_sordida"
"615","Thraupis_bonariensis",2660,2816,8,"Thraupis_bonariensis","Rauenia_bonariensis"
"616","Thraupis_cyanocephala",1335,3032,244,"Thraupis_cyanocephala","Sporathraupis_cyanocephala"
"617","Thraupis_episcopus",387,1490,35,"Thraupis_episcopus","Thraupis_episcopus"
"618","Thraupis_palmarum",404,1724,10,"Thraupis_palmarum","Thraupis_palmarum"
"619","Threnetes_leucurus",375,1202,137,"Threnetes_leucurus","Threnetes_leucurus"
"620","Thripadectes_holostictus",1307,2349,63,"Thripadectes_holostictus","Thripadectes_holostictus"
"621","Thripadectes_melanorhynchus",956,1655,214,"Thripadectes_melanorhynchus","Thripadectes_melanorhynchus"
"622","Thripadectes_scrutator",2065,2650,9,"Thripadectes_scrutator","Thripadectes_scrutator"
"623","Thripophaga_fusciceps",409,409,1,"Thripophaga_fusciceps","Thripophaga_fusciceps"
"624","Thryothorus_genibarbis",395,1758,163,"Pheugopedius_genibarbis","Pheugopedius_genibarbis"
"625","Tinamus_guttatus",398,1013,72,"Tinamus_guttatus","Tinamus_guttatus"
"626","Tinamus_major",398,599,21,"Tinamus_major","Tinamus_major"
"627","Tinamus_osgoodi",983,1716,64,"Tinamus_osgoodi","Tinamus_osgoodi"
"628","Tinamus_tao",414,1075,50,"Tinamus_tao","Tinamus_tao"
"629","Tityra_semifasciata",402,1310,4,"Tityra_semifasciata","Tityra_semifasciata"
"630","Todirostrum_chrysocrotaphum",404,441,2,"Todirostrum_chrysocrotaphum","Todirostrum_chrysocrotaphum"
"631","Todirostrum_maculatum",387,387,1,"Todirostrum_maculatum","Todirostrum_maculatum"
"632","Tolmomyias_assimilis",411,1224,21,"Tolmomyias_assimilis","Tolmomyias_assimilis"
"633","Tolmomyias_flaviventris",381,1324,20,"Tolmomyias_flaviventris","Tolmomyias_flaviventris"
"634","Tolmomyias_poliocephalus",402,634,7,"Tolmomyias_poliocephalus","Tolmomyias_poliocephalus"
"635","Tolmomyias_sulphurescens",1302,1366,5,"Tolmomyias_sulphurescens","Tolmomyias_sulphurescens"
"636","Touit_huetii",400,1084,6,"Touit_huetii","Touit_huetii"
"637","Trichothraupis_melanops",950,1852,141,"Trichothraupis_melanops","Trichothraupis_melanops"
"638","Troglodytes_aedon",387,3074,65,"Troglodytes_aedon","Troglodytes_aedon"
"639","Troglodytes_solstitialis",1884,3235,263,"Troglodytes_solstitialis","Troglodytes_solstitialis"
"640","Trogon_collaris",362,1489,93,"Trogon_collaris","Trogon_collaris"
"641","Trogon_curucui",307,1115,26,"Trogon_curucui","Trogon_curucui"
"642","Trogon_melanurus",398,878,131,"Trogon_melanurus","Trogon_melanurus"
"643","Trogon_personatus",1298,3049,306,"Trogon_personatus","Trogon_personatus"
"644","Trogon_violaceus",395,1090,29,"Trogon_violaceus","Trogon_violaceus"
"645","Trogon_viridis",403,878,24,"Trogon_viridis","Trogon_viridis"
"646","Turdus_albicollis",316,600,104,"Turdus_albicollis","Turdus_albicollis"
"647","Turdus_amaurochalinus",381,381,1,"Turdus_amaurochalinus","Turdus_amaurochalinus"
"648","Turdus_chiguanco",1954,3013,27,"Turdus_chiguanco","Turdus_chiguanco"
"649","Turdus_fuscater",2335,3414,164,"Turdus_fuscater","Turdus_fuscater"
"650","Turdus_hauxwelli",381,1573,91,"Turdus_hauxwelli","Turdus_hauxwelli"
"651","Turdus_ignobilis",381,1678,79,"Turdus_ignobilis","Turdus_ignobilis"
"652","Turdus_lawrencii",397,438,26,"Turdus_lawrencii","Turdus_lawrencii"
"653","Turdus_leucops",1124,1950,34,"Turdus_leucops","Turdus_leucops"
"654","Turdus_nigriceps",837,1884,38,"Turdus_nigriceps","Turdus_nigriceps"
"655","Turdus_serranus",1362,3342,228,"Turdus_serranus","Turdus_serranus"
"656","Tyranneutes_stolzmanni",381,866,76,"Tyranneutes_stolzmanni","Tyranneutes_stolzmanni"
"657","Tyrannus_albogularis",387,387,2,"Tyrannus_albogularis","Tyrannus_albogularis"
"658","Tyrannus_melancholicus",387,2723,72,"Tyrannus_melancholicus","Tyrannus_melancholicus"
"659","Tyrannus_tyrannus",387,387,4,"Tyrannus_tyrannus","Tyrannus_tyrannus"
"660","Uropsalis_lyra",1351,2059,6,"Uropsalis_lyra","Uropsalis_lyra"
"661","Uropsalis_segmentata",2542,3080,12,"Uropsalis_segmentata","Uropsalis_segmentata"
"662","Veniliornis_affinis",415,415,1,"Veniliornis_affinis","Dryobates_affinis"
"663","Veniliornis_nigriceps",2527,2964,8,"Veniliornis_nigriceps","Dryobates_nigriceps"
"664","Veniliornis_passerinus",381,421,4,"Veniliornis_passerinus","Dryobates_passerinus"
"665","Vireo_flavoviridis",381,397,2,"Vireo_flavoviridis","Vireo_flavoviridis"
"666","Vireo_leucophrys",402,2576,25,"Vireo_leucophrys","Vireo_leucophrys"
"667","Vireo_olivaceus",407,1024,7,"Vireo_olivaceus","Vireo_olivaceus"
"668","Vireolanius_leucotis",417,1110,11,"Vireolanius_leucotis","Vireolanius_leucotis"
"669","Willisornis_poecilinotus",385,837,97,"Willisornis_poecilinotus","Willisornis_poecilinotus"
"670","Xenopipo_holochlora",385,853,53,"Xenopipo_holochlora","Cryptopipo_holochlora"
"671","Xenopipo_unicolor",1514,1724,2,"Xenopipo_unicolor","Chloropipo_unicolor"
"672","Xenops_minutus",385,1320,84,"Xenops_minutus","Xenops_minutus"
"673","Xenops_rutilans",404,1302,16,"Xenops_rutilans","Xenops_rutilans"
"674","Xenops_tenuirostris",397,648,9,"Xenops_tenuirostris","Xenops_tenuirostris"
"675","Xiphocolaptes_promeropirhynchus",397,3049,90,"Xiphocolaptes_promeropirhynchus","Xiphocolaptes_promeropirhynchus"
"676","Xiphorhynchus_elegans",381,1099,194,"Xiphorhynchus_elegans","Xiphorhynchus_elegans"
"677","Xiphorhynchus_guttatus",381,1129,197,"Xiphorhynchus_guttatus","Xiphorhynchus_guttatus"
"678","Xiphorhynchus_obsoletus",853,853,4,"Xiphorhynchus_obsoletus","Xiphorhynchus_obsoletus"
"679","Xiphorhynchus_ocellatus",381,1780,23,"Xiphorhynchus_ocellatus","Xiphorhynchus_ocellatus"
"680","Xiphorhynchus_triangularis",1050,2728,174,"Xiphorhynchus_triangularis","Xiphorhynchus_triangularis"
"681","Zimmerius_bolivianus",1095,2901,193,"Zimmerius_bolivianus","Zimmerius_bolivianus"
"682","Zimmerius_cinereicapilla",1006,1006,2,"Zimmerius_cinereicapilla","Zimmerius_cinereicapilla"
"683","Zonotrichia_capensis",2816,3336,28,"Zonotrichia_capensis","Zonotrichia_capensis"
"684",NA,403,403,1,"Pyrrhyra_roseifrons","Pyrrhura_roseifrons"
